Name,Beer_ID,ABV,IBU,Brew_ID,Style,Ounces,Name,City,State,ISBLANK,,,,,,,,,,
Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Isis,651,0.091,91,26,American Double / Imperial IPA,16,Sun King Brewing Company,Indianapolis, IN,DATA,,,,,,,,,,
Java Mac,2215,0.054,,26,Scottish Ale,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
30 Min Coma,1948,,,26,Belgian IPA,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
Bourbon Barrel Cowbell,1347,,,26,American Porter,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
Popcorn Pilsner,1314,0.054,,26,German Pilsener,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
The Deuce,934,0.07,,26,American Brown Ale,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
Chaka,660,0.08,,26,Belgian Strong Pale Ale,16,Sun King Brewing Company,Indianapolis, IN,BLANK,,,,,,,,,,
Dam Lager,1207,0.045,,456,American Amber / Red Lager,12,Sunken City Brewing Company,Hardy, VA,BLANK,,,,,,,,,,
Red Clay IPA,1206,0.07,,456,American IPA,12,Sunken City Brewing Company,Hardy, VA,BLANK,,,,,,,,,,
Hell,14,0.051,20,62,Keller Bier / Zwickel Bier,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
CynicAle,13,0.067,33,62,Saison / Farmhouse Ale,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
SurlyFest,18,0.055,34,62,Rye Beer,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Bitter Brewer,19,0.04,37,62,English Bitter,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Coffee Bender,17,0.051,45,62,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Bender,16,0.051,45,62,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Overrated! West Coast Style IPA,1112,0.073,69,62,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
BLAKKR,1739,0.099,85,62,American Black Ale,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
WET,329,0.075,90,62,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Furious,12,0.062,99,62,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Abrasive Ale,15,0.097,120,62,American Double / Imperial IPA,16,Surly Brewing Company,Brooklyn Center, MN,DATA,,,,,,,,,,
Todd the Axe Man,2543,0.072,,62,American IPA,16,Surly Brewing Company,Brooklyn Center, MN,BLANK,,,,,,,,,,
Doomtree,2409,0.057,,62,Extra Special / Strong Bitter (ESB),16,Surly Brewing Company,Brooklyn Center, MN,BLANK,,,,,,,,,,
Cotton Mouth,1241,0.05,10,448,Witbier,12,Swamp Head Brewery,Gainesville, FL,DATA,,,,,,,,,,
Wild Night,1238,0.059,18,448,Cream Ale,12,Swamp Head Brewery,Gainesville, FL,DATA,,,,,,,,,,
Stump Knocker Pale Ale,1240,0.056,35,448,American Pale Ale (APA),12,Swamp Head Brewery,Gainesville, FL,DATA,,,,,,,,,,
Midnight Oil,1239,0.05,38,448,Oatmeal Stout,12,Swamp Head Brewery,Gainesville, FL,DATA,,,,,,,,,,
Big Nose,1242,0.073,50,448,American IPA,12,Swamp Head Brewery,Gainesville, FL,DATA,,,,,,,,,,
Bermuda Triangle Ginger Beer,1554,0.045,,382,Herbed / Spiced Beer,12,Swashbuckler Brewing Company,Manheim, PA,BLANK,,,,,,,,,,
Take Two Pils,2568,0.055,35,50,German Pilsener,12,SweetWater Brewing Company,Atlanta, GA,DATA,,,,,,,,,,
Waterkeeper,2551,0.057,,50,Hefeweizen,12,SweetWater Brewing Company,Atlanta, GA,BLANK,,,,,,,,,,
SweetWater IPA,1710,0.064,,50,American IPA,12,SweetWater Brewing Company,Atlanta, GA,BLANK,,,,,,,,,,
420 Extra Pale Ale,1709,0.054,,50,American Pale Ale (APA),12,SweetWater Brewing Company,Atlanta, GA,BLANK,,,,,,,,,,
Blacktop Blonde,622,0.05,19,450,American Blonde Ale,24,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
Blacktop Blonde,362,0.05,19,450,American Blonde Ale,12,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
TailGate Hefeweizen,623,0.049,28,450,Hefeweizen,24,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
TailGate Hefeweizen,361,0.049,28,450,Hefeweizen,12,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
TailGate IPA,663,0.05,44,450,American IPA,24,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
TailGate IPA,662,0.05,44,450,American IPA,12,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
Dodgy Knight Imperial IPA,1229,0.08,95,450,American Double / Imperial IPA,12,TailGate Beer,San Diego, CA,DATA,,,,,,,,,,
TailGate Saison,1164,0.05,,450,Saison / Farmhouse Ale,12,TailGate Beer,San Diego, CA,BLANK,,,,,,,,,,
Tallgrass Pub Ale,1009,0.044,12,46,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Köld Lager (2010),105,0.05,16,46,German Pilsener,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Ginger Peach Saison,2555,0.048,20,46,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Wild Plum Farmhouse Ale,1196,0.056,20,46,Saison / Farmhouse Ale,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Vanilla Bean Buffalo Sweat,1063,0.05,20,46,Oatmeal Stout,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Buffalo Sweat,765,0.05,20,46,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Halcyon Unfiltered Wheat,676,0.05,20,46,American Pale Wheat Ale,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Halcyon Unfiltered Wheat,412,0.05,20,46,American Pale Wheat Ale,12,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Buffalo Sweat (2010),102,0.05,20,46,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Tallgrass Ale,103,0.044,22,46,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Wooden Rooster,2575,0.085,34,46,Tripel,16.9,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Zombie Monkie,1736,0.062,35,46,American Porter,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Tallgrass IPA,101,0.063,60,46,American IPA,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Oasis,912,0.072,93,46,Extra Special / Strong Bitter (ESB),16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Oasis (2010),104,0.072,93,46,American Double / Imperial IPA,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
Ethos IPA,1017,0.068,110,46,American IPA,16,Tallgrass Brewing Company,Manhattan, KS,DATA,,,,,,,,,,
8-Bit Pale Ale,595,0.052,,46,American Pale Ale (APA),16,Tallgrass Brewing Company,Manhattan, KS,BLANK,,,,,,,,,,
Velvet Rooster,537,0.085,,46,Tripel,16,Tallgrass Brewing Company,Manhattan, KS,BLANK,,,,,,,,,,
Hat Trick Hop IPA,1433,0.068,,410,American IPA,16,Tamarack Brewing Company,Lakeside, MT,BLANK,,,,,,,,,,
Yard Sale Amber Ale,1432,0.056,,410,American Amber / Red Ale,16,Tamarack Brewing Company,Lakeside, MT,BLANK,,,,,,,,,,
Old Elephant Foot IPA,544,0.07,80,491,American IPA,16,Tampa Bay Brewing Company,Tampa, FL,DATA,,,,,,,,,,
Loafin Bräu,936,0.055,,491,Altbier,16,Tampa Bay Brewing Company,Tampa, FL,BLANK,,,,,,,,,,
Peck's Porter,2640,0.065,35,8,American Porter,16,Tapistry Brewing,Bridgman, MI,DATA,,,,,,,,,,
Reactor,2448,0.07,,8,American IPA,16,Tapistry Brewing,Bridgman, MI,BLANK,,,,,,,,,,
Mr. Orange,2447,0.057,,8,Witbier,16,Tapistry Brewing,Bridgman, MI,BLANK,,,,,,,,,,
Deduction,2601,0.08,22,29,Dubbel,12,Taxman Brewing Company,Bargersville, IN,DATA,,,,,,,,,,
Face Down Brown Ale,973,0.057,,481,American Brown Ale,12,Telluride Brewing Company,Telluride, CO,BLANK,,,,,,,,,,
Tempter IPA,827,0.064,,481,American IPA,12,Telluride Brewing Company,Telluride, CO,BLANK,,,,,,,,,,
Bridal Veil Rye Pale Ale,589,0.055,,481,American Pale Ale (APA),12,Telluride Brewing Company,Telluride, CO,BLANK,,,,,,,,,,
Smittytown,2155,0.048,,211,Extra Special / Strong Bitter (ESB),12,Temperance Beer Company,Evanston, IL,BLANK,,,,,,,,,,
Greenwood Beach,1982,0.04,,211,Fruit / Vegetable Beer,12,Temperance Beer Company,Evanston, IL,BLANK,,,,,,,,,,
Gatecrasher,1939,0.066,,211,English India Pale Ale (IPA),12,Temperance Beer Company,Evanston, IL,BLANK,,,,,,,,,,
RecreationAle,1082,0.047,42,470,American Pale Ale (APA),12,Terrapin Brewing Company,Athens, GA,DATA,,,,,,,,,,
Broken Bridge,2117,0.056,12,216,Dunkelweizen,12,Texian Brewing Co.,Richmond, TX,DATA,,,,,,,,,,
Battle LIne,2118,0.063,23,216,American Brown Ale,12,Texian Brewing Co.,Richmond, TX,DATA,,,,,,,,,,
First Stand,2119,0.055,35,216,Saison / Farmhouse Ale,12,Texian Brewing Co.,Richmond, TX,DATA,,,,,,,,,,
Brutus,2116,0.071,69,216,English India Pale Ale (IPA),12,Texian Brewing Co.,Richmond, TX,DATA,,,,,,,,,,
Heady Topper,1111,0.08,120,273,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,DATA,,,,,,,,,,
Heady Topper,379,0.08,120,273,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,DATA,,,,,,,,,,
Petit Mutant,1916,0.06,,273,American Wild Ale,16,The Alchemist,Waterbury, VT,BLANK,,,,,,,,,,
The Crusher,1915,0.096,,273,American Double / Imperial IPA,16,The Alchemist,Waterbury, VT,BLANK,,,,,,,,,,
Beelzebub,1914,0.08,,273,American Double / Imperial Stout,16,The Alchemist,Waterbury, VT,BLANK,,,,,,,,,,
Focal Banger,1810,0.07,,273,American IPA,16,The Alchemist,Waterbury, VT,BLANK,,,,,,,,,,
Wagon Box Wheat Beer,1197,0.059,15,458,American Pale Wheat Ale,12,The Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,,,,
Saddle Bronc Brown Ale (2013),1198,0.048,16,458,English Brown Ale,12,The Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,,,,
Bomber Mountain Amber Ale (2013),1200,0.046,20,458,American Amber / Red Ale,12,The Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,,,,
Indian Paintbrush IPA,1199,0.07,75,458,American IPA,12,The Black Tooth Brewing Company,Sheridan, WY,DATA,,,,,,,,,,
Birdhouse Pale Ale,1945,0.05,,263,Belgian Pale Ale,12,The Brewer's Art,Baltimore, MD,BLANK,,,,,,,,,,
Ozzy,1079,0.073,,263,Belgian Pale Ale,12,The Brewer's Art,Baltimore, MD,BLANK,,,,,,,,,,
Resurrection,94,0.07,,263,Dubbel,12,The Brewer's Art,Baltimore, MD,BLANK,,,,,,,,,,
Bronx Summer Pale Ale,1748,0.052,16,330,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY,DATA,,,,,,,,,,
Bronx Black Pale Ale,1747,0.057,46,330,American Black Ale,16,The Bronx Brewery,Bronx, NY,DATA,,,,,,,,,,
Bronx Pale Ale,1037,0.063,50,330,American Pale Ale (APA),16,The Bronx Brewery,Bronx, NY,DATA,,,,,,,,,,
Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16,The Dudes' Brewing Company,Torrance, CA,DATA,,,,,,,,,,
Surfrider,2594,0.052,35,34,American Pale Ale (APA),16,The Dudes' Brewing Company,Torrance, CA,DATA,,,,,,,,,,
Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16,The Dudes' Brewing Company,Torrance, CA,DATA,,,,,,,,,,
Kolschtal Eddy,2035,0.055,,34,Kölsch,16,The Dudes' Brewing Company,Torrance, CA,BLANK,,,,,,,,,,
South Bay Session IPA,2034,0.05,,34,American IPA,16,The Dudes' Brewing Company,Torrance, CA,BLANK,,,,,,,,,,
Just IPA,1749,0.046,45,329,American IPA,12,The Just Beer Project,Burlington, VT,DATA,,,,,,,,,,
Lionshead,2455,0.045,,91,American Pilsner,12,The Lion Brewery,Wilkes-Barre, PA,BLANK,,,,,,,,,,
Manhattan Gold Lager (1990),963,,,485,American Amber / Red Lager,12,The Manhattan Brewing Company,New York, NY,BLANK,,,,,,,,,,
G. B. Russo’s Italian Pistachio Pale Ale,2638,0.052,,10,American Pale Ale (APA),16,The Mitten Brewing Company,Grand Rapids, MI,BLANK,,,,,,,,,,
Northern Hawk Owl Amber,1278,0.058,,439,American Amber / Red Ale,12,The Right Brain Brewery,Traverse City, MI,BLANK,,,,,,,,,,
CEO Stout,1277,0.059,,439,American Stout,16,The Right Brain Brewery,Traverse City, MI,BLANK,,,,,,,,,,
Will Power Pale Ale,1276,0.047,,439,American Pale Ale (APA),16,The Right Brain Brewery,Traverse City, MI,BLANK,,,,,,,,,,
Curious Traveler Shandy,1732,0.044,,335,Shandy,12,The Traveler Beer Company,Burlington, VT,BLANK,,,,,,,,,,
Hunny Do Wheat,2347,0.048,18,143,American Pale Wheat Ale,12,Third Street Brewhouse,Cold Spring, MN,DATA,,,,,,,,,,
Three Way Pale Ale,1781,0.052,,143,American Pale Ale (APA),12,Third Street Brewhouse,Cold Spring, MN,BLANK,,,,,,,,,,
Rise to the Top,1780,0.041,,143,Cream Ale,12,Third Street Brewhouse,Cold Spring, MN,BLANK,,,,,,,,,,
Lost Trout Brown Ale,1779,0.049,,143,American Brown Ale,12,Third Street Brewhouse,Cold Spring, MN,BLANK,,,,,,,,,,
Watermelon Ale,2421,0.051,11,109,Fruit / Vegetable Beer,12,Thomas Hooker Brewing Company,Bloomfield, CT,DATA,,,,,,,,,,
Knotty Blonde Ale,2319,0.04,18,154,American Blonde Ale,12,Three Creeks Brewing,Sisters, OR,DATA,,,,,,,,,,
Fivepine Chocolate Porter,2317,0.062,40,154,American Porter,12,Three Creeks Brewing,Sisters, OR,DATA,,,,,,,,,,
Hoodoo Voodoo IPA,2316,0.062,82,154,American IPA,12,Three Creeks Brewing,Sisters, OR,DATA,,,,,,,,,,
Hydraulion Red,1913,0.053,22,274,Irish Red Ale,12,Three Notch'd Brewing Company,Charlottesville, VA,DATA,,,,,,,,,,
40 Mile IPA,1912,0.06,50,274,American IPA,12,Three Notch'd Brewing Company,Charlottesville, VA,DATA,,,,,,,,,,
Yoshi's Nectar,2614,0.053,27,22,California Common / Steam Beer,16,Three Pints Brewing,Martinsville, IN,DATA,,,,,,,,,,
Pole Barn Stout,2616,0.055,31,22,Oatmeal Stout,16,Three Pints Brewing,Martinsville, IN,DATA,,,,,,,,,,
Pale,2615,0.054,37,22,American Pale Ale (APA),16,Three Pints Brewing,Martinsville, IN,DATA,,,,,,,,,,
Citra Faced,2617,0.055,64,22,American Pale Wheat Ale,16,Three Pints Brewing,Martinsville, IN,DATA,,,,,,,,,,
Leatherhead Red,1889,0.052,,283,American Amber / Red Ale,12,Thunderhead Brewing Company,Kearney, NE,BLANK,,,,,,,,,,
Cropduster Mid-American IPA,1222,0.065,,283,American IPA,12,Thunderhead Brewing Company,Kearney, NE,BLANK,,,,,,,,,,
Golden Frau Honey Wheat,122,0.075,,283,Braggot,12,Thunderhead Brewing Company,Kearney, NE,BLANK,,,,,,,,,,
Cornstalker Dark Wheat,121,,,283,American Dark Wheat Ale,12,Thunderhead Brewing Company,Kearney, NE,BLANK,,,,,,,,,,
Damascene Apricot Sour,2622,0.052,12,18,Fruit / Vegetable Beer,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Cafe Leche,2623,0.058,20,18,American Porter,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Rivet Irish Red Ale,950,0.051,22,18,Irish Red Ale,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Circuit Bohemian Pilsner,948,0.045,35,18,Czech Pilsener,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Alloy,951,0.058,36,18,American IPA,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
3 Gear Robust Porter,949,0.052,50,18,American Porter,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Csar,2621,0.12,90,18,Russian Imperial Stout,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Overlord Imperial IPA,1449,0.085,115,18,American Double / Imperial IPA,16,Tin Man Brewing Company,Evansville, IN,DATA,,,,,,,,,,
Klingon Warnog Roggen Dunkel,1817,0.055,,18,Roggenbier,16,Tin Man Brewing Company,Evansville, IN,BLANK,,,,,,,,,,
Tin Roof Blonde Ale,529,0.045,18,153,American Blonde Ale,12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Tin Roof Watermelon Wheat,1428,0.05,21,153,Fruit / Vegetable Beer,12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Perfect Tin Amber,494,0.045,28,153,American Amber / Red Ale,12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Parade Ground Coffee Porter,1754,0.07,35,153,American Porter,12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Voodoo Bengal Pale Ale,495,0.055,37,153,American Pale Ale (APA),12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Juke Joint IPA,1755,0.07,60,153,American IPA,12,Tin Roof Brewing Company,Baton Rouge, LA,DATA,,,,,,,,,,
Turnrow Harvest Ale,2321,0.055,,153,American Blonde Ale,12,Tin Roof Brewing Company,Baton Rouge, LA,BLANK,,,,,,,,,,
Ornery Amber Lager (2003),736,0.055,33,292,Vienna Lager,12,Tommyknocker Brewery,Idaho Springs, CO,DATA,,,,,,,,,,
IPA & a Half,1856,0.073,87,292,American IPA,12,Tommyknocker Brewery,Idaho Springs, CO,DATA,,,,,,,,,,
Big Island Shandy,1027,0.05,,475,Shandy,16,Tonka Beer Company,Minnetonka, MN,BLANK,,,,,,,,,,
Preservation IPA,1026,0.068,,475,American IPA,16,Tonka Beer Company,Minnetonka, MN,BLANK,,,,,,,,,,
Troegenator Doublebock,1510,0.082,25,98,Doppelbock,16,Tröegs Brewing Company,Hershey, PA,DATA,,,,,,,,,,
Sunshine Pils,2203,0.045,45,98,American Pilsner,12,Tröegs Brewing Company,Hershey, PA,DATA,,,,,,,,,,
Perpetual IPA,1509,0.075,85,98,American IPA,12,Tröegs Brewing Company,Hershey, PA,DATA,,,,,,,,,,
Nugget Nectar,2444,0.075,93,98,American Amber / Red Ale,16,Tröegs Brewing Company,Hershey, PA,DATA,,,,,,,,,,
Troegenator,2445,0.082,,98,Doppelbock,16,Tröegs Brewing Company,Hershey, PA,BLANK,,,,,,,,,,
Farmer's Tan Red Ale,1936,0.06,30,266,American Amber / Red Ale,12,Tractor Brewing Company,Albuquerque, NM,DATA,,,,,,,,,,
Almanac IPA,1938,0.062,72,266,American IPA,12,Tractor Brewing Company,Albuquerque, NM,DATA,,,,,,,,,,
Milk Mustachio Stout,1937,0.065,,266,Milk / Sweet Stout,12,Tractor Brewing Company,Albuquerque, NM,BLANK,,,,,,,,,,
Triangle India Pale Ale,594,0.057,,525,American IPA,12,Triangle Brewing Company,Durham, NC,BLANK,,,,,,,,,,
Triangle White Ale,114,0.05,,525,Witbier,12,Triangle Brewing Company,Durham, NC,BLANK,,,,,,,,,,
Triangle Belgian Golden Ale,113,0.08,,525,Belgian Strong Pale Ale,12,Triangle Brewing Company,Durham, NC,BLANK,,,,,,,,,,
Greenville Pale Ale,433,0.055,52,540,American Pale Ale (APA),12,Twin Lakes Brewing Company,Greenville, DE,DATA,,,,,,,,,,
Hoppy Boy,641,0.062,65,521,American IPA,16,Twisted Pine Brewing Company,Boulder, CO,DATA,,,,,,,,,,
Twisted X,2212,0.051,19,39,American Adjunct Lager,12,Twisted X Brewing Company,Dripping Springs, TX,DATA,,,,,,,,,,
Cow Creek,2588,0.054,26,39,American Amber / Red Lager,12,Twisted X Brewing Company,Dripping Springs, TX,DATA,,,,,,,,,,
Chupahopra,2458,0.075,63,39,American IPA,12,Twisted X Brewing Company,Dripping Springs, TX,DATA,,,,,,,,,,
SoDo Brown Ale,519,0.054,20,191,American Brown Ale,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Immersion Amber,1660,0.052,27,191,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Immersion Amber Ale (2011),518,0.052,27,191,American Amber / Red Ale,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Persnickety Pale,560,0.057,36,191,American Pale Ale (APA),12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Day Hike Session,2235,0.041,41,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Trailhead ISA,1661,0.048,48,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Trailhead India Style Session Ale (2011),482,0.048,48,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Evo IPA,1659,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Evolutionary IPA (2012),1173,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Evolutionary IPA (2011),505,0.062,70,191,American IPA,12,Two Beers Brewing Company,Seattle, WA,DATA,,,,,,,,,,
Presidential Pils,1438,0.048,,191,Czech Pilsener,12,Two Beers Brewing Company,Seattle, WA,BLANK,,,,,,,,,,
Panorama Wheat Ale,451,0.046,,191,American Pale Wheat Ale,12,Two Beers Brewing Company,Seattle, WA,BLANK,,,,,,,,,,
Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Cane and Ebel,861,0.07,68,75,American Strong Ale,12,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Wobble,2497,0.063,69,75,American IPA,16,Two Brothers Brewing Company,Warrenville, IL,DATA,,,,,,,,,,
Testudo,1041,0.045,,75,Bière de Garde,12,Two Brothers Brewing Company,Warrenville, IL,BLANK,,,,,,,,,,
Hobnob B & B Pale Ale,1040,0.065,,75,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL,BLANK,,,,,,,,,,
Outlaw IPA (2015),642,0.065,,75,American IPA,12,Two Brothers Brewing Company,Warrenville, IL,BLANK,,,,,,,,,,
The Gilded Age,2037,0.045,,244,Munich Helles Lager,12,Two Henrys Brewing Company,Plant City, FL,BLANK,,,,,,,,,,
No Limits Hefeweizen,1285,0.05,,436,Hefeweizen,16,Two Roads Brewing Company,Stratford, CT,BLANK,,,,,,,,,,
Honeyspot Road White IPA,1189,0.06,,436,American White IPA,12,Two Roads Brewing Company,Stratford, CT,BLANK,,,,,,,,,,
Road 2 Ruin Double IPA,1171,0.072,,436,American Double / Imperial IPA,12,Two Roads Brewing Company,Stratford, CT,BLANK,,,,,,,,,,
Workers Comp Saison,1170,0.048,,436,Saison / Farmhouse Ale,12,Two Roads Brewing Company,Stratford, CT,BLANK,,,,,,,,,,
Ol' Factory Pils,1169,0.05,,436,German Pilsener,12,Two Roads Brewing Company,Stratford, CT,BLANK,,,,,,,,,,
PUNK'N,2310,0.05,10,160,Pumpkin Ale,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
SUM'R,1212,0.04,17,160,American Blonde Ale,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Yard Sale Winter Lager,2100,0.04,22,160,American Amber / Red Lager,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
WYLD Extra Pale Ale,974,0.04,29,160,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Organic Baba Black Lager,1097,0.04,32,160,Schwarzbier,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Cutthroat Pale Ale,1088,0.04,34,160,American Pale Ale (APA),12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Trader Session IPA,1925,0.04,42,160,American IPA,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Hop Notch IPA (2013),1089,0.073,82,160,American IPA,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
Hop Nosh IPA,1723,0.073,83,160,American IPA,12,Uinta Brewing Company,Salt Lake City, UT,DATA,,,,,,,,,,
